timestamp;id_estacao;emManutenção;LT-101_tag;LT-101_valor;LT-101_unidade;LT-101_ligado;FT-201_tag;FT-201_valor;FT-201_unidade;FT-201_ligado;PT-301_tag;PT-301_valor;PT-301_unidade;PT-301_ligado;CNT-389_tag;CNT-389_valor;CNT-389_unidade;CNT-389_ligado;BMB-00_tag;BMB-00_tipo;BMB-00_grupo;BMB-00_ligada;BMB-00_em_falha;BMB-01_tag;BMB-01_tipo;BMB-01_grupo;BMB-01_ligada;BMB-01_em_falha;BMB-02_tag;BMB-02_tipo;BMB-02_grupo;BMB-02_ligada;BMB-02_em_falha;BMB-03_tag;BMB-03_tipo;BMB-03_grupo;BMB-03_ligada;BMB-03_em_falha;ultimo_alarme
2026-06-27 18:29:26;EB-016-NORMAL;0;LT-16;50;%;Ligado;VZ-075;30;L/s;Ligado;PS-40;3.82006;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Ligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;NENHUM
2026-06-27 18:29:27;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Ligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:28;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Ligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:29;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Ligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:30;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:31;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:32;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:33;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:34;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:35;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:36;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:37;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:38;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:39;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
2026-06-27 18:29:40;EB-016-NORMAL;1;LT-16;50;%;Ligado;VZ-075;0;L/s;Ligado;PS-40;5.7297;kPa;Ligado;CNT-0115;0;n/a;Ligado;BMB-00;Encher;1;Desligada;emFalha;BMB-01;Esvaziar;1;Desligada;SemFalha;BMB-02;Encher;2;Desligada;SemFalha;BMB-03;Esvaziar;2;Desligada;SemFalha;[2026-06-27 18:29:27] Sensor PS-40 reportou: PRESSAO_ALTA
